,Cool,Funny,Rating,Text,Useful,Sentiment
10,10,6,4.0,"I actually prefer The Pool better than The Grill because it's more brightly lit and I like seafood more than meats. However, you can't go wrong with either.First of all, the restaurant is wonderful from start to finish. Everyone is very friendly and they take hospitality seriously. The dining room is large, spacious, and sophisticated. People dress up here! I enjoyed my red snapper -- crab and shrimp on top were a nice touch. I really appreciated the attentive but not overbearing service. Michelin-level service without the Michelin star.",14,0.9428
11,19,5,4.0,"A nice novelty that everyone should do at least once. I live in NY and sometimes will do the touristy things during off season times to avoid the crowds. I've been up here before, but this was before Yelp so I obviously couldn't write up the review and a lot has changed since the 90's. I wasn't sure of the potential crowds during the day I went, so I played it safe and purchased the VIP tickets to avoid waiting in line for too long. It helped a bit, but the lines weren't overly long either. During busy times and the summer, I would imagine they would come in really handy. There's a little video in the elevator on the way up, which is a nice little touch. Inside the lobby, there is a lot to take pictures of, so have the cellphone ready. They take precautions here, so when going through security, bags, jacket, cell phones, and even belts are put into trays and you step through a metal detector. It's pretty much like an airport, but the added precaution is always nice. They do try to take pictures of you with a green screen to purchase later. They don't force you, but you can always reject the picture later on the way out if you don't want it. It's pricey for two pictures (either with the same background or one different) and a digital copy, but for a keepsake, it's not bad. On the deck, you have a lot of different angles to view from though it's not as spacious on the outside as you'd think for an iconic building observation deck. We didn't have any problems finding room and it wasn't really that crowded when we end. People tend to move around from areas a lot, so if you're patient, you can always find a spot to look or take pictures. Even on a nice day, it can be a little windy up there, so be warned. On a clear day, you can see pretty far. As mentioned, you need to come up here once in your life whether you're local or not. There is no time limit that I know of, but during a busy time it can be crowded and confining. Most of the staff was generally pleasant. There is a large gift shop on the way out. Obviously they have a lot of King Kong merchandise, though I kinda wish they had the Independence Day spaceship on top of the building though. Some of the items are pretty nice actually, but not cheap of course. Worth browsing for sure. There is a lot more to do and packages available, though most just come to get to the top. All in all, this is a historic building and should be visited at least once.",21,0.9969
12,23,12,4.0,"I have to agree with other Yelpers who say this place is a little overpriced, but I will also admit that for some reason, I like it a lot.  It's also a five minute walk from my apartment, so that might have something to do with it. But it's also a very relaxing place, with great drinks and very good food.Alp and I have been here for dinner a couple of times because it's so convenient and walking to 6th Avenue for dinner seems a little more refined than walking to some place on 9th Avenue.  Service tends to be a bit all over the place but usually ends up being pretty good when they see we are going to eat, drink and then eat and drink some more!Over the course of our meals, we have had chicken dumplings, fried cheese curds with olives (curds are amazing) and buffalo meatballs (seriously mouthwateringly good) and short rib mac and cheese (a bit much for me) for starters. For sides, I've had the fries and the saffron mashed potatoes. Loved the fries but the saffron overpowered the taters so I was not a fan.  For entrees, I have had the NY Strip as well as the ribeye steak. Both were good, but the ribeye was much better. Apparently they have seafood too, but I like my meat with feet!For desserts, the apple tart was good but the chocolate hazelnut cake was super delicious. This feels to me like a nice local spot to have a laid back dinner, although I've never gotten out of there for less than $300 on dinner for two. But, what the heck, I'm worth it and so is my baby.",26,0.9974
13,24,11,4.0,"Kefi is a wonderful Greek restaurant on the upper west side. Don't let the small entry fool you, Kefi is plenty big to accommodate groups of all sizes and even hosts an event room downstairs that is very nicely decorated.The wine selection is good and the food is pretty delicious. The food portions are pretty ample so do go with an appetite as it will be put to use. Of course, the lamb dishes are my favorite with meat that is delectable with just the right char and seasoned flavor. I mean this place even makes a delicious salad! It sounds crazy but everything is fresh, crisp and well rounded. The service is spot on, with a mix of friendly and professional. I think this would be a nice place for a friendly date. If you are looking for something romantic, speak up when making a reservation so that you can get seats near the entrance by their beautiful bar.Also, the bathrooms are downstairs but they are very nice. The facility overall is spotless and this is always a great thing.",25,0.9941
14,21,10,4.0,"Glad I rediscovered this place I forgot how good it is. First time back we had no rsvp no biggie wait time by the bar area is great since they have the late happy hour, we got the Lychee martini sooo good!! Great tasting & good amount of alcohol, usually my go too here. Kalbi short rib is amazing great tasting sauce grill just a few minutes each side & it's perfect.. definitely a favorite. Great tasting Filet Mignon. Meats tend to be excellent here. We also tried the Shrimp very good with the garlic sauce. The Sauté chicken was good as well, do prefer the meats. On the sides The Chicken garlic noodles are great, nice tasting noodles great flavor. Can't stay away from the Garlic rice lorddd so tasty. Sauté Spinach in garlic is delicious such a great taste. Appetizers can be tricky since it can be too much food, the Calamari is really good lightly battered great dipping sauce. Wings are good as well. Rsvp help but are not necessary, service is quick & prices are very reasonable great tasting food & drinks at reasonable prices will for sure keep coming back.",22,0.9942
15,27,15,4.0,"After opening its door in 2005 as a small stall in Flushing, Xi'an has come a long way. With more than 10 locations in the city (and still growing), everyone has one particular store they prefer or frequent. Among them, this location is my go-to because of its ample seating and spacious layout.Everyone talks about the Spicy Cumin Lamb Hand-ripped Noodles and for good reason. Perfect balance of cumin and spice, the aromatic sauce clings on to the thick noodles that are perfectly cooked. The dish is flavorful and quite uniquely delicious. However, my absolute favorite item on the menu is the Spicy & Sour Lamb Dumplings. The dumplings comes out submerged in red sauce, which may resemble fiery pits of hell for people who are spice-intolerant like I am. However, don't let its appearance fool you. The dish is more sour than spicy, and it complements and heightens the lamb filling. After discovering these serendipitously, I've gone back to Xi'an Famous Foods just to have these dumplings (and forgo the noodles completely). One important note: These Dumplings are not available at every location at the time of writing, much to my woe. The location on 54th Street happens to serve them, so if you happen to be dining at this particular restaurant, I would strongly suggest that you give it a try.",24,0.8166
16,12,6,4.0,"Really impressed with the vegan Sichuan dishes here. I was worried I would see dishes too similar to other vegan Chinese restaurants. But the standout here is the Sichuan style offerings. I appreciate the expansion of vegan friendly options but I like variety and creativity in addition to quality. I came for dinner and was taken aback slightly by the crazy colorful disco lights flashing. The place was packed with diners chatting and eating away. The service by the way was superb- super attentive from refilling our drinks, bringing extra sauces, to replacing utensils which my friend kept dropping on the floor (waitress was quite observant to have kept noticing and was so patient to walk right over with a new set)For food, we tried several dishes primarily from the small bites section.Favorites were the steamed vegetable dumplings and the vegetable wontons in chili oil. While I can get these veggie items at other establishments (these are not new to the scene), I did appreciate the flavor and quality - they were fresh and delicious. I also really enjoyed the Mala beyond beef meatballs and the honey walnut edamame nuggets because I'd never tried vegan versions of some of my favorite Chinese dishes. The Dan Dan noodles were also good with the beyond beef crumbled atop. The peppercorn brussel sprouts were good but were the least exciting compared to the other dishes. From the big bites section, we tried the Dry pepper style eggplant and Dry pot style tofu. The eggplant is deep-fried and has spice which I preferred over the tofu dish. Note you have options (eggplant, tofu, or mixed veggies) to pair with the various big bite dishes. Not sure if dessert is offered. We had other plans after downing the delicious savory goodies. Small spot packing heat in small and large vegan bites. I would like to take my mom here!",20,0.9956
17,16,4,4.0,"Last night at Mira Sushi was actually my 1st event as a elite member of the Yelp club. First, thank you Ruggy for allowing me to attend. I arrived a bit early and actually paced back and forth outside for about 15 minutes before I actually went inside. Honestly, I was a bit nervous lol.. After going inside, I was greeted by Ruggy who gave me a comfortable place to sit and a name badge which I thought was cool. Started off with a glass of sake and some Parmesan truffle fries that were flavorful with a good crunch not saturated or weighed by the oil. Good stuff . Shortly after, a sushi pizza appetizer was brought out .... it was pretty spicy! Just like I like it lol. Then we got to the the tasting menu which was fantastic. Small bites of innovative sushi style appetizers along with the sake, and oh yeah I switched to rose' somewhere throughout the courses lol, we're a delight. The one course that I had questions about was the authenticity of the Wagyu slider. Didn't have the fat content of traditional Wagyu beef. Tasted very lean despite being cooked at what looked like medium temperature‍. Overall the look of the place was great with its dim lighting and elevated table chairs. The waitresses were consistent with making sure our glasses were always filled cant forget to mention how cute the were . Got the chance to meet some great people who sat with me and talked about where we were from and what they did for a living. Great mix of people with diverse backgrounds brought together by our passion for great food. I had a great time!!!!! It's was definitely worth it.",17,0.9976
18,60,30,4.0,"All in all, I had a wonderful time here. ""Is 11a too early for a glass of wine?"" the receptionist asked. With a newborn that just got into sleep training and Mama averaging 6+ hours of sleep at night, I'll take a glass anytime I can get it.They were really understanding of my train delay too (Ihateweekendtrainswhodoesnt) and I still was able to get my full booking despite being 20 mins late. I enjoyed my glass of white wine in a jacuzzi before the spa got really packed. I received my facial-- never having got one done before cause I have really sensitive skin and hello, horror stories of permanent scars-- but now I'm hooked. They look at your skin under this ginormous bright magnifying glass x1000 and yes, I know I have blackheads. Did I know they extend to my cheek? No, not to my (nor anyone else's) naked eye. BTW, don't book any dates til a few days after cause your skin will look red, bumpy and blotchy. BUT a week later, and I have to say my skin is looking brighter and more... supple, yes... Next up, massagy time! Very good. I asked my masseuse why I have this annoying pain in the middle of my spine and she said that I had a mild case of pregnancy-induced scoliosis. Ahhhhh that made a lot of sense! Also, made sense why my epidural failed (which ended up saving my baby's life)-- a story for another time. Thank God for my scoliosis then. She also said I could work on some back exercises which may help it go away (working on it)Gift from The Husband was again, a huge win. Much improved from the early dating years of ""What do you want for Christmas this year?"" Overall, great customer service! From the receptionist to Nina-- the skin aesthetician to Sofia-- the masseuse. Reminds me, Nina is from Uzbekistan so I said, ""Oh, according to ancestry.com, I'm actually 1% from Kazakhstan"". She says ""You look like you're from Kazakhstan. They are very strong"" (my mind is blown but also flashes to Borat voice 'In Kazakh, the women are very strong. They pull the plow like ox'. Also, related unrelated: google Corey Buchek ""Bing bong bing bong bing"" song)Locker room a bit small and if you wear a size L or above, wear a suit under or bring your own robe. I'm a S/M and I comfortably was just able to pull it around me; but I also love a big loose spa robe. Also heard some other women complaining about the size. Bottom line: Clean spa, fun, great services",62,0.997
19,88,53,4.0,"Six years I lived down the street from the school. I had the opportunity to enter for various reasons on many occasions. I found this school to be typical of most Public Schools in NYC. It captured my heart because I considered it my neighborhood school. I remember used book sales in the vestibule. It helps raise funds for school needs. I came to this location to vote during election time. They were gracious and the premises were always clean. Since I moved from the vicinity I heard of some disturbing incidents. That was a couple years ago. I'm not concerned because even prestigious academy's have had incidents not far from here. PS 169 tightened control and security since then. Just remember that trouble can show up anywhere! Unless someone tells me different, I'm giving PS 169 Four Stars. It's going to be forever in a corner of my heart.",98,0.8687
20,10,3,4.0,"So, it was my Birthday Dinner! We decided to spend it at Osteria Morini. I had heard so many great things about this restaurant. When walking into this dimly lit, rustic restaurant It is just so cozy and romantic. We were a little early so we found a little area to hang out by the bar and try one of their cocktails. We decided on the soho special. It had vodka, espresso, vanilla, cream and club soda. The first sip we took reminded us of a spiked Yoo-hoo. It was so delicious. Def a must try when you come here. Our reservation was for 7pm and they seat and the exact time. We were seated in the back close to the open kitchen. It was really cool to see them cook. Also, we were able to see the gentleman cut the meats for the antipasto. The staff here is so pleasant and accommodating. Our waitress answered all our questions and recommended a lovely wine. We started off with a meat and cheese platter. We ordered way to much but it amazingly delicious. Speck, prosciutto and bresaola and Squacquerone (a spreadable creamy cheese), Parmesan reggiano and a Lardo spread. With a basket of warm bread. This was Ahmazzzing start!!For our second course we had pasta.Tagliatelle bolognese this was rich and full flavor dish. Ton of meat and the pasta was perfectly al dente. Def a must try.Our next pasta was super unique and something you won't find anywhere else. Spallina which is a double ravioli. It has two envelopes. One side with duck the other side with apple and parsnip. It's enrobed in a beautiful robiolina and butter sauce. The ravioli was cooked perfectly and the flavors worked perfectly together.To finished our dinner portion we tried the prochetta with beautiful crunchy, creamy potatoes. This was a beautiful dish. The porchetta although a tad fatty was juicy and full of beautiful flavor and the potatoes was nothing I every came across. We ordered the mushrooms as a side and although good a little over seasoned.At this point we were stuffed but we did order dessert. We ordered americanos and the crostata. Although good it was very sweet. I only was able to have a few bites.Osteria Morini is just an amazing restaurant. The food is of the highest quality and so is the staff. I highly recommend having dinner here. Parking is a tad difficult. Signs change at 6pm (338)",10,0.9985
21,24,14,4.0,"Food for everyone!This is a clear go to lunch spot in the area especially if you are indecisive. They have chopped salads, poke bowls, wraps, hot bar of food, sandwiches. It's just endless food here.I am a big fan on their egg sandwiches and wraps this is a place you really can't go wrong. On certain food their prices are a little high. In addition the have a huge selection of drinksIn short:- Great lunch spot for everyone- Good food",27,0.9469
22,23,11,4.0,"We came here in November with a group of friends, after having my birthday brunch down the block. We weren't ready to end the party so we stopped by Locksmith for a few drinks and to watch the game. Since it was an early Sunday, there was plenty of space at the bar for all eight of us and my daughter's stroller; I was able to park her right up to the bar.The bartender was very nice; she offered to make me another drink after I ordered something that tasted more like a spiked green juice than a cocktail but I decided to finish it and order something else. I tried their jello shots which were ok but I've definitely made better at home. We all shared their wings which were really goodThe decor is sexy and bathrooms are huge. That was a big plus, considering I had to roll my daughter's stroller in there to change her. I definitely want to visit again to try out their menu, either for brunch or dinner.",24,0.981
23,63,41,4.0,"After picking up all of my healthy eats for the week, I needed to satisfy my weekend cravings. Which on this day, I had a hankering for oxtails. Yelp searched and found Ajo E Orégano..a Yelper favorite, located a little over a mile away from the closed restaurant I thought would be open to fulfill my oxtail needs. Arrived a few moments later. Found parking as someone was pulling out. Confidently walked into what shocked me as the teeniest restaurant I've seen in sometime. Excused and squeezed myself towards the back of the colorful, Caribbean-esque, galvanized tin ceiling, shack-like, island replica of a restaurant. There were people lined up and seated in every single inch of this place. All these things were a good enough indication for me. All the employees were working efficiently to get the to go orders and seated patrons orders placed. After a few moments of waiting, I was next in line and the gentleman who served me, was pleasant and helpful as, Yo hablo muy poco Español. The fine gentleman filled my to go container with enough Moros, Chivo Liniero (Goat Stew) and Maduros to feed four. The gravy had a nice flavor, but the stew could've been a bit more tender.I would go back but either on a Friday or Sunday to try out their Rabo Encendio (Oxtail Stew) as those are the only days they are served. One last note. If you can I would stick to, to go orders to avoid long wait times during peak hours.",68,0.8898
24,18,5,4.0,"Just stopped by this place this morning and really loved all of the options that were there! The format was a bit hard to navigate -- as far as there is no directory and you may feel like you're stuck in an eating labyrinth --- but that has never stopped my excitement. I can't wait to go back and try the Frites bar where you can order to your heart's desire what kind of frites you'd like. Only had time to stop and try an iced chai latte from the coffee spot inside Le District and it was absolutely delicious and very affordable. It also came out very quickly, which doesn't happen in nearby coffee spots at Brookfield Place (looking at you Joe & the Juice). Will be back again to try more!",19,0.7832
25,14,7,4.0,"Amazing sushi and sashimi!I was happy to hear of Sasabune Express, we have eaten at the original a few times and it varies from great to so so but the price is always high.After spending some time in Bloomingdale's we wanted some sushi for lunch. The location of this spot is a bit iffy, between first and second on 59th - loads of bridge traffic. The space is very small, a sushi bar and small tables. It was also extremely cold outside and they couldn't keep the restaurant warm.We had:- Scallop (regular and bay) - delicious​- Tuna Belly - terrific- Salmon - very good- Sea Urchin - delicious, highlight of the meal- Blue Crab - very good- Spicy Tuna Roll - good and an interesting choice - at the original location, they don't serve spicy tuna rolls- Green Salad - good, it was a plain saladOverall a very good sushi experience.",19,0.9936
26,18,9,4.0,"So convenient in the tunnel under columbus circle. hop off a subway and pick up a arepa. The arepas here are fresh and flavorful. White corn meal pockets of flavor.Favorites here for me were the #3, 7, and 10. The arepa with avocado, cheese, and sweet plantains. A great snack. The ground beef arepa with cheese and sweet plantain, and finally the smoked brisket with sweet plantain. All are nice portions and definitely fill you up. Go with 1 or 2 to share. A bit pricey but i guess it'll be in this area.I'll be back.",21,0.8898
27,18,10,4.0,"In looking for the door to this place, I nearly walked into both the chopped salad place next door and the travel/luggage store on the other side but the end result was worth the minimal embarrassment. I'm not a big coffee drinker but I love a good Italian pastry or sandwich as much as the next person. I knew I had to come back once I saw the tub of Perugina chocolates sitting by the counter. If you've never had the pleasure of unwrapping one of these babies and savoring each bite, you honestly haven't lived. These make Hershey's taste like chalk. I usually go with a cappuccino + croissant, though, if you're in the area for lunch, do yourself a solid and grab the caprese panini. They'll toast it for you. Back to the pastries: Zibetto does an amazing chocolate cornetti (don't call it a croissant). I also love the tiny butter cookies that they serve with the coffee drinks. Planning on trying the cannoli and tiramisu next. Also, Starbucks has ruined all the traditional coffee drink names - like another reviewer pointed out, it's not a ""latte"" but a ""caffe latte."" I watched the barista gently point this out to someone: the two had a good laugh over whether or not the guy really did want a cup of steamed milk.",23,0.9906
28,30,12,4.0,"One of my favorite omakase establishments in the city. The chef seems adamant not to serve the American holy trinity of salmon, yellowtail, and low grade tuna which is truly appreciated. Most, if not all, of the selection of fish and other ingredients comes from Japan. When each course or nigiri is served, the chef presents a ""flash"" card with the name of the fish. This may seem a bit odd but I actually like the practice so that It may be reference later when I desire to partake in additional items. Note to self: control yourself! I'm a little fatty so, YES to adding more portions. It helps me to recall the delicious meal I just had. The fish along with the chef accoutrements are texturally sensational and flavors divine. I enjoy the pickled ginger offered for cleansing between each serving. The staff are attentive throughout the meal and may assist with selection of the proper beverage for your meal. The overall experience is personal and generally a low key atmosphere. A wonderful culinary experience...indeed!",34,0.9908
29,36,21,4.0,"Midtown ""Fun"" Dive // Unlimited PopcornRose All Day // PicklebacksLeft and event and was looking for a place for everyone to hang out. With a wide range of people, a dive bar seemed the most inclusive. Opened up Yelp and noticed Snafu was nearby. Had been to Snafu once before and remembered having a good time. It was late enough and a weekday so we had the run of the place.We opted for a high top table in the bar area which was comfortable. I walked over and grabbed a bowl filled with popcorn, salted it, and shared it with our group. Such a great way to keep everyone drinking... (smart bar owners).Noticed several people downstairs laughing over a beer pong table.And then a bride and groom walked in and sat down at the bar. #OnlyinNYC #YepThatHappenedSeveral dozen photos later I had uploaded some images for the happy pair and we found ourselves enjoying picklebacks with them.Pitchers of beer... smiles... and great conversations ensued... Love this spot. Will definitely be back.The Scene: Divey, FratDestination Rating: 7Date Rating: 4Hob Nob Potential: 7Strong Suggestion: Bring friends, come on a quiet night.",38,0.9847
30,14,6,4.0,"Great steakhouse! Definitely a fan of this place. The only reason why I didn't give 5 stars is because I ordered a bottle of wine and literally took 15ish minutes. Someone forgot not sure what exactly happened but I was a little annoyed. BUT the general manager came by and gave us a free ricotta appetizer which was nice. The food was amazing and the service was great. Things I ordered: - Ricotta: Pomegranate Seeds, Crispy Rosemary, Sea Salt, Chili, Honey, Grilled Bread (must get!!!) - Broiled Oysters: Garlic, Romano Cheese, Bread Crumbs, Parsley (must get!!) - Maine Lobster Ceviche: Cara Cara, Cucumber, Avocado, Cilantro, Leche de Tigre (its okay, I wouldn't get it again)- T-Bone Florentine: 40oz, 40-Day Dry Aged- Tomahawk Ribeye: 40oz, Market Onions, Romesco Sauce- Caesar Salad- Patatas Bravas",19,0.9779
31,11,5,4.0,"I didn't eat a full dinner, but this is an absolutely gorgeous space with an elaborate cocktail menu (including a smoky old-fashioned that comes in a large glass with a stem, a wooden cap that the waiter removes to release the smoke). The prices are high but matched by attentive though not overly aggressive/hovering service. The couple next to us was celebrating a birthday and they brought the woman a little gift bag and dessert (clearly they'd ordered quite expansively). Brian Newman's band plays on Saturday nights (9-12) and it's worth getting a table for drinks, appetizers, and dessert if you don't feel like ordering entrees or a full dinner. Chocolate cake was decadent, as were the truffle fries. If you're there to see Brian and choose not to get a table at the bar, I'd get there early. The stage is elegant, though small. The scallop appetizer is perfect, though not overly large.  I can't wait to come back.",16,0.9814
